video_name,start_time,end_time,sentiment,text,ground_truth,llm_best_label,neutral,happy,sad,anger,surprise,disgust,fear,sum_of_emotions,response_clean
dia2_utt7,"00:06:04,489","00:06:07,157",-1,Got me.,sad,sad,0.11865,0.08424,0.75831,0.01186,0.02254,0.00415,0.00025,1.0,"<think>

</think>

0.12346, 0.08765, 0.78902, 0.01234, 0.02345, 0.00432, 0.00026"
dia2_utt8,"0:06:07,367","0:06:08,035",0,Can I get a beer.,neutral,neutral,0.85,0.05,0.03,0.02001,0.02,0.01,0.01999,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia2_utt9,"0:06:08,035","0:06:10,019",0,"Hey, did you pick a roommate?",neutral,neutral,0.75,0.1,0.05001,0.025,0.04999,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia2_utt10,"0:06:10,161","0:06:10,973",1,You betcha!,happy,happy,0.12346,0.75,0.08333,0.02121,0.01999,0.001,0.00101,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02121, 0.01999, 0.00100, 0.00100"
dia2_utt11,"0:06:10,973","0:06:12,167",0,Is it the Italian guy?,neutral,neutral,0.84997,0.05,0.03,0.02001,0.02,0.01,0.02002,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia2_utt12,"00:06:12,288","00:06:13,497",1,"Um-mm, yeah right!",happy,happy,0.12346,0.75001,0.08333,0.02345,0.01976,-1e-05,-0.0,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02345, 0.01976, 0.00000, 0.00000"
dia3_utt0,"00:10:16,115","00:10:18,450",-1,"Oh my God, oh my God! Poor Monica!",surprise,surprise,0.0909,0.09091,0.30305,0.09089,0.38184,0.02424,0.01817,1.0,"<think>

</think>

0.09999, 0.09999, 0.33333, 0.09999, 0.42000, 0.02666, 0.01999"
dia3_utt1,"0:10:18,618","0:10:19,750",-1,"What, what, what?!",surprise,surprise,0.09088,0.09091,0.09092,0.0909,0.63638,1e-05,0.0,1.0,"<think>

</think>

0.09999, 0.09999, 0.09999, 0.09999, 0.70000, 0.00001, 0.00001"
dia3_utt2,"0:10:19,750","0:10:20,966",-1,What?!,surprise,surprise,0.14283,0.14286,0.14284,0.14285,0.42861,-0.0,1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia3_utt3,"00:10:21,078","00:10:23,496",0,He was with her when he wrote this poem.,neutral,neutral,0.74999,0.1,0.05001,0.025,0.05,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia3_utt4,"00:10:23,664","00:10:26,499",0,"Look,  'My vessel so empty with nothing inside.",neutral,neutral,0.85,0.02,0.06,0.04,0.00999,0.01001,0.01,1.0,"<think>

</think>

0.85000, 0.02000, 0.06000, 0.04000, 0.01000, 0.01000, 0.01000"
dia3_utt5,"00:10:26,667","00:10:29,586",0,"Now that I've touched you, you seem emptier still.'",neutral,neutral,0.84996,0.01999,0.01,0.01002,0.08,0.01003,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia3_utt6,"00:10:29,754","00:10:32,672",-1,"He thinks Monica is empty, she is the empty vase!",surprise,surprise,0.12349,0.08767,0.14237,0.09878,0.54646,0.00123,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.09876, 0.54634, 0.00123, 0.00000"
dia3_utt8,"00:10:36,385","00:10:39,137",-1,"Oh, totally. Oh, God, oh, she seemed so happy too.",sad,sad,0.1234,0.23446,0.63217,0.00975,0.00012,3e-05,7e-05,1.0,"<think>

</think>

0.12346, 0.23457, 0.63248, 0.00975, 0.00012, 0.00003, 0.00007"
dia3_utt9,"00:10:39,680","00:10:41,181",0,Done.,neutral,neutral,0.95,0.02,0.015,0.00499,0.005,0.0025,0.00251,1.0,"<think>

</think>

0.95000, 0.02000, 0.01500, 0.00500, 0.00500, 0.00250, 0.00250"
dia4_utt0,"0:20:23,931","0:20:24,891",1,Hey!,surprise,surprise,0.12422,0.31055,0.12423,0.06211,0.31057,0.03105,0.03727,1.0,"<think>

</think>

0.14286, 0.35714, 0.14286, 0.07143, 0.35714, 0.03571, 0.04286"
dia4_utt1,"0:20:24,891","0:20:25,028",1,Hi!,happy,happy,0.14286,0.71429,0.07143,1e-05,0.07142,-1e-05,0.0,1.0,"<think>

</think>

0.14286, 0.71429, 0.07143, 0.00000, 0.07143, 0.00000, 0.00000"
dia4_utt2,"00:20:25,140","00:20:26,265",1,What are you doing here?,surprise,surprise,0.11235,0.07976,0.08987,0.05954,0.5776,0.01123,0.06965,1.0,"<think>

</think>

0.12346, 0.08765, 0.09876, 0.06543, 0.63470, 0.01234, 0.07654"
dia4_utt3,"00:20:26,433","00:20:29,185",0,"Ah y'know, this building is on my paper route so I...",neutral,neutral,0.85,0.075,0.025,0.01001,0.01,0.00999,0.02,1.0,"<think>

</think>

0.85000,0.07500,0.02500,0.01000,0.01000,0.01000,0.02000"
dia4_utt4,"0:20:29,394","0:20:30,771",0,Oh.,neutral,neutral,0.94999,0.02,0.015,0.00501,0.005,0.00249,0.00251,1.0,"<think>

</think>

0.95000, 0.02000, 0.01500, 0.00500, 0.00500, 0.00250, 0.00250"
dia4_utt5,"0:20:30,771","0:20:30,873",0,Hi.,neutral,neutral,0.95001,0.02,0.01,0.00999,0.005,0.00249,0.00251,1.0,"<think>

</think>

0.95000, 0.02000, 0.01000, 0.01000, 0.00500, 0.00250, 0.00250"
dia4_utt6,"0:20:30,873","0:20:31,135",0,Hi.,neutral,neutral,0.86734,0.08163,0.03061,0.01022,0.01021,-0.0,-1e-05,1.0,"<think>

</think>

0.85000, 0.08000, 0.03000, 0.01000, 0.01000, 0.00000, 0.00000"
dia4_utt7,"00:20:31,188","00:20:32,230",0,Howd did it go?,neutral,neutral,0.84999,0.02002,0.01,0.00999,0.07,0.01999,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.07000,0.02000,0.02000"
dia4_utt8,"00:20:32,397","00:20:40,446",1,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldnt shut up.",happy,happy,0.12915,0.71022,0.09169,0.02449,0.04313,0.00129,3e-05,1.0,"<think>

</think>

0.12346, 0.67892, 0.08765, 0.02341, 0.04123, 0.00123, 0.00003"
dia4_utt9,"0:20:40,614","0:20:41,991",1,Im so proud of you.,happy,happy,0.12346,0.75,0.08123,0.01234,0.02345,0.00952,0.0,1.0,"<think>

</think>

0.12346, 0.75000, 0.08123, 0.01234, 0.02345, 0.00952, 0.00000"
dia4_utt10,"0:20:41,991","0:20:43,543",1,Me too!,happy,happy,0.14286,0.71429,0.07142,1e-05,0.07143,-1e-05,0.0,1.0,"<think>

</think>

0.14286,0.71429,0.07143,0.00000,0.07143,0.00000,0.00000"
dia4_utt11,"00:20:44,284","00:20:53,584",-1,"Listen, Im ah, Im sorry Ive been so crazy and jealous and, its just that I like you a lot, so...",sad,sad,0.12344,0.08764,0.78894,-2e-05,-1e-05,-0.0,1e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.00000, 0.00000, 0.00000, 0.00000"
dia4_utt12,"00:20:53,752","00:20:54,794",0,I know.,neutral,neutral,0.85,0.05,0.03,0.01999,0.02001,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia4_utt13,"0:20:54,962","0:20:55,380",0,Yeah.,neutral,neutral,0.95,0.02,0.01,0.00999,0.005,0.00251,0.0025,1.0,"<think>

</think>

0.95000, 0.02000, 0.01000, 0.01000, 0.00500, 0.00250, 0.00250"
dia4_utt14,"0:20:55,380","0:20:56,057",0,Yeah.,neutral,neutral,0.85,0.05,0.03,0.01999,0.02001,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia5_utt0,"0:22:18,545","0:22:20,297",0,Ameri-can.,neutral,neutral,0.95002,0.02,0.01,0.00999,0.005,0.0025,0.00249,1.0,"<think>

</think>

0.95000,0.02000,0.01000,0.01000,0.00500,0.00250,0.00250"
dia5_utt1,"0:22:20,297","0:22:20,476",0,Ameri-ccan.,neutral,neutral,0.95004,0.02,0.01,0.005,0.00497,0.00501,0.00498,1.0,"<think>

</think>

0.95000,0.02000,0.01000,0.00500,0.00500,0.00500,0.00500"
dia5_utt2,"00:22:20,589","00:22:23,507",0,Ameri-can. Y'know its a,neutral,neutral,0.97805,0.01341,0.00616,0.00134,0.00049,0.00023,0.00032,1.0,"<think>

</think>

0.90000,0.01234,0.00567,0.00123,0.00045,0.00021,0.00029"
dia5_utt3,"00:22:25,844","00:22:28,679",1,Everybody!!,surprise,surprise,0.14288,0.14285,0.14287,0.14284,0.42856,1e-05,-1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia6_utt0,"00:12:24,315","00:12:27,526",1,Good job Joe! Well done! Top notch!,happy,happy,0.07144,0.71428,0.07145,0.07141,0.07143,-1e-05,-0.0,1.0,"<think>

</think>

0.07143, 0.71429, 0.07143, 0.07143, 0.07143, 0.00000, 0.00000"
dia6_utt1,"0:12:28,194","0:12:29,796",1,You liked it? You really liked it?,surprise,surprise,0.11216,0.21311,0.13235,0.07964,0.3719,0.01121,0.07963,1.0,"<think>

</think>

0.12345, 0.23456, 0.14567, 0.08765, 0.40933, 0.01234, 0.08765"
dia6_utt2,"0:12:29,796","0:12:31,501",1,"Oh-ho-ho, yeah!",happy,happy,0.12346,0.75,0.08333,0.02111,0.0121,0.0099,0.0001,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02111, 0.01210, 0.00990, 0.00010"
dia6_utt3,"0:12:31,655","0:12:33,657",0,Which part exactly?,neutral,neutral,0.85003,0.05,0.03,0.01998,0.01999,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia6_utt4,"0:12:33,657","0:12:36,243",0,The whole thing! Can we go?,neutral,neutral,0.74925,0.12333,0.05672,0.02984,0.01974,0.01233,0.00879,1.0,"<think>

</think>

0.75000,0.12345,0.05678,0.02987,0.01976,0.01234,0.00880"
dia6_utt5,"00:12:36,368","00:12:38,746",-1,"Oh no-no-no, give me some specifics.",anger,anger,0.11212,0.07961,0.14016,0.57264,0.0213,0.01938,0.05479,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63048, 0.02345, 0.02134, 0.06033"
dia6_utt6,"00:12:38,954","00:12:43,000",1,"I love the specifics, the specifics were the best part!",happy,happy,0.11431,0.69445,0.07716,0.01955,0.0112,0.0,0.08333,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02111, 0.01210, 0.00000, 0.09000"
dia6_utt7,"00:12:43,209","00:12:48,255",0,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,neutral,0.64998,0.12,0.08,0.02,0.08001,0.02001,0.03,1.0,"<think>

</think>

0.65000, 0.12000, 0.08000, 0.02000, 0.08000, 0.02000, 0.03000"
dia6_utt8,"00:12:49,298","00:12:54,929",-1,I was surprised to see a kangaroo in a World War I epic.,surprise,surprise,0.1142,0.08107,0.06052,0.03997,0.67435,0.01141,0.01848,1.0,"<think>

</think>

0.12346, 0.08765, 0.06543, 0.04321, 0.72903, 0.01234, 0.01998"
dia6_utt9,"00:12:55,930","00:12:56,931",-1,You fell asleep!!,anger,anger,0.14285,0.14287,0.14286,0.57142,-1e-05,-0.0,1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.57143, 0.00000, 0.00000, 0.00000"
dia6_utt10,"0:12:58,432","0:12:59,809",-1,There was no kangaroo!,anger,anger,0.11627,0.08254,0.13457,0.60896,0.02205,0.03561,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.14289, 0.64664, 0.02341, 0.03781, 0.00000"
dia6_utt11,"0:12:59,809","0:13:03,196",-1,They didnt take any of my suggestions!,anger,anger,0.11636,0.08261,0.13415,0.60934,0.03029,0.02725,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.64655, 0.03214, 0.02891, 0.00000"
dia6_utt12,"0:13:05,940","0:13:07,242",0,Thats for coming buddy.,neutral,neutral,0.75,0.1,0.04999,0.025,0.05001,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia6_utt13,"0:13:07,242","0:13:08,202",0,Ill see you later.,neutral,neutral,0.86736,0.07143,0.03061,0.02041,0.0102,0.0,-1e-05,1.0,"<think>

</think>

0.85000,0.07000,0.03000,0.02000,0.01000,0.00000,0.00000"
dia6_utt14,"0:13:08,202","0:13:08,804",-1,Dont go!,sad,sad,0.11437,0.0812,0.73094,0.06061,0.01143,0.00114,0.00031,1.0,"<think>

</think>

0.12346, 0.08765, 0.78901, 0.06543, 0.01234, 0.00123, 0.00033"
dia6_utt15,"0:13:08,804","0:13:09,526",-1,Im sorry.,sad,sad,0.12344,0.08764,0.78897,-3e-05,1e-05,-1e-05,-2e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.00000, 0.00000, 0.00000, 0.00000"
dia6_utt16,"0:13:09,526","0:13:10,832",-1,Im so sorry!,sad,sad,0.12124,0.08607,0.77484,0.01212,0.00448,0.00121,4e-05,1.0,"<think>

</think>

0.12346, 0.08765, 0.78902, 0.01234, 0.00456, 0.00123, 0.00004"
dia6_utt17,"0:13:10,945","0:13:11,407",-1,Look!,surprise,surprise,0.14285,0.14284,0.14287,0.14286,0.42857,0.0,1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia6_utt18,"0:13:11,407","0:13:12,589",-1,This guy fell asleep!,anger,anger,0.11384,0.08083,0.13174,0.59576,0.02162,0.03458,0.02163,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.64604, 0.02345, 0.03750, 0.02345"
dia6_utt19,"0:13:12,589","0:13:13,215",-1,He fell asleep too!,anger,anger,0.11753,0.08344,0.14691,0.60405,0.02655,0.02152,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.63453, 0.02789, 0.02261, 0.00000"
dia6_utt20,"0:13:13,215","0:13:14,108",-1,Be mad at him!,anger,anger,0.06667,1e-05,-0.0,0.93335,2e-05,-3e-05,-2e-05,1.0,"<think>

</think>

0.06667, 0.00000, 0.00000, 0.93333, 0.00000, 0.00000, 0.00000"
dia6_utt21,"00:13:16,367","00:13:18,244",-1,"Or, call an ambulance.",anger,anger,0.11642,0.08265,0.13422,0.60966,0.03031,0.02674,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.64655, 0.03214, 0.02836, 0.00000"
dia7_utt0,"00:12:51,020","00:12:53,897",0,"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral,neutral,0.85003,0.05,0.03,0.01998,0.01999,0.01,0.02,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia7_utt1,"00:12:54,106","00:12:58,193",-1,"What?! What is with everybody? Its Thanksgiving, not...Truth-Day!",anger,anger,0.11646,0.08268,0.09654,0.64764,0.05669,-1e-05,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.10234, 0.68655, 0.06010, 0.00000, 0.00000"
dia8_utt0,"00:19:17,865","00:19:21,951",0,"Yes, and it is my dying wish to have that ring.",neutral,neutral,0.85001,0.05,0.03,0.02001,0.01998,0.01,0.02,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia8_utt1,"00:19:17,865","00:19:25,204",0,"See, if Im not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,neutral,0.85859,0.02021,0.0505,0.0303,0.0101,0.01011,0.02019,1.0,"<think>

</think>

0.85000,0.02000,0.05000,0.03000,0.01000,0.01000,0.02000"
dia8_utt2,"00:19:25,372","00:19:26,706",0,"Okay, thats enough honey!",neutral,neutral,0.85858,0.0505,0.0202,0.01011,0.0303,0.0101,0.02021,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.01000,0.03000,0.01000,0.02000"
dia8_utt3,"00:19:28,375","00:19:34,964",0,I dont know.  Let me see the ring.,neutral,neutral,0.75001,0.1,0.05,0.025,0.04999,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia8_utt4,"00:19:32,129","00:19:34,964",1,"Great! Okay, here.",happy,happy,0.12346,0.75001,0.08333,0.02345,0.01976,-1e-05,-0.0,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02345, 0.01976, 0.00000, 0.00000"
dia8_utt5,"0:19:37,342","0:19:39,934",0,All right.,neutral,neutral,0.95002,0.02,0.01,0.00999,0.005,0.00249,0.0025,1.0,"<think>

</think>

0.95000,0.02000,0.01000,0.01000,0.00500,0.00250,0.00250"
dia8_utt6,"0:19:39,934","0:19:40,074",1,Thank you. Thank you. Thank you!  And,happy,happy,0.12346,0.75,0.08333,0.01234,0.02345,0.00532,0.0021,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.01234, 0.02345, 0.00532, 0.00210"
dia9_utt0,"00:01:51,903","00:01:54,738",0,What've you been up to?,neutral,neutral,0.84997,0.075,0.025,0.01001,0.01002,0.01,0.02,1.0,"<think>

</think>

0.85000,0.07500,0.02500,0.01000,0.01000,0.01000,0.02000"
dia9_utt1,"00:01:54,948","00:02:01,203",0,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,neutral,0.74998,0.1,0.05,0.02501,0.025,0.02502,0.02499,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.02500,0.02500,0.02500"
dia9_utt2,"00:02:01,621","00:02:07,459",0,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,neutral,0.85,0.05,0.03,0.02,0.01999,0.01,0.02001,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia9_utt3,"00:02:10,547","00:02:14,758",1,Can you hold on a moment? I have another call.  I love her.,happy,happy,0.3223,0.45795,0.12378,0.02148,0.0315,0.0215,0.02149,1.0,"<think>

</think>

0.32143, 0.45671, 0.12345, 0.02143, 0.03142, 0.02143, 0.02143"
dia9_utt4,"00:02:13,091","00:02:14,758",0,I know.,neutral,neutral,0.94998,0.02,0.015,0.00501,0.005,0.00251,0.0025,1.0,"<think>

</think>

0.95000, 0.02000, 0.01500, 0.00500, 0.00500, 0.00250, 0.00250"
dia9_utt5,"0:02:16,261","0:02:16,903",0,I'm back.,neutral,neutral,0.95002,0.02,0.01,0.005,0.00498,0.00499,0.00501,1.0,"<think>

</think>

0.95000,0.02000,0.01000,0.00500,0.00500,0.00500,0.00500"
dia9_utt6,"0:02:16,903","0:02:19,185",0,"So, are we gonna get together or what?",neutral,neutral,0.75,0.1,0.05001,0.025,0.04999,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia9_utt7,"00:02:19,347","00:02:25,561",0,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,neutral,0.72223,0.11111,0.05556,0.02778,0.08333,-1e-05,0.0,1.0,"<think>

</think>

0.65000, 0.10000, 0.05000, 0.02500, 0.07500, 0.00000, 0.00000"
dia9_utt8,"00:02:25,770","00:02:28,647",0,"Great, I'll see you then.",neutral,neutral,0.86736,0.08163,0.03061,0.01019,0.0102,0.0,1e-05,1.0,"<think>

</think>

0.85000,0.08000,0.03000,0.01000,0.01000,0.00000,0.00000"
